"CHROME1","","ProdSanity","Compare screenshot after site deployment - compareScreenshotafterDeployment","compareScreenshotafterDeployment","","","","","0d 0h 0m 1s","preeti","18:17:00","FAIL","0","1","Execution/PROD_SANITY/UNITAS/preeti/CHROME1/org.iomedia.galen.tests.ProdSanity/HTML_REP_2019-07-16T18.17.00/Report_compareScreenshotafterDeployment2019-07-16T18.17.00.html","Execution/PROD_SANITY/UNITAS/preeti/CHROME1/org.iomedia.galen.tests.ProdSanity/HTML_REP_2019-07-16T18.17.00/Snapshots/compareScreenshotafterDeployment2019-07-16T18.17.00","Execution/PROD_SANITY/UNITAS/preeti/CHROME1/org.iomedia.galen.tests.ProdSanity/HTML_REP_2019-07-16T18.17.00/Logs/compareScreenshotafterDeployment2019-07-16T18.17.00","0","Chrome","FUNCTIONAL","MAJOR"
"CHROME1","","ProdSanity","Prod Sanity Verification - prodSanityVerification","prodSanityVerification","","","","","0d 0h 0m 0s","preeti","18:17:01","FAIL","0","1","Execution/PROD_SANITY/UNITAS/preeti/CHROME1/org.iomedia.galen.tests.ProdSanity/HTML_REP_2019-07-16T18.17.00/Report_prodSanityVerification2019-07-16T18.17.01.html","Execution/PROD_SANITY/UNITAS/preeti/CHROME1/org.iomedia.galen.tests.ProdSanity/HTML_REP_2019-07-16T18.17.00/Snapshots/prodSanityVerification2019-07-16T18.17.01","Execution/PROD_SANITY/UNITAS/preeti/CHROME1/org.iomedia.galen.tests.ProdSanity/HTML_REP_2019-07-16T18.17.00/Logs/prodSanityVerification2019-07-16T18.17.01","0","Chrome","FUNCTIONAL","CRITICAL"
